title,genre,episodes,score,img_url
Kinnikuman: Gyakushuu! Uchuu Kakure Choujin,"['Action', 'Comedy', 'Sports', 'Shounen']",1.0,6.38,https://cdn.myanimelist.net/images/anime/2/70113.jpg
Ukkari Pénélope (2013),"['Kids', 'Slice of Life']",13.0,6.38,https://cdn.myanimelist.net/images/anime/11/82030.jpg
Kakuchou Shoujo-kei Trinary,['Sci-Fi'],34.0,6.38,https://cdn.myanimelist.net/images/anime/7/85753.jpg
Ukare Violin,"['Fantasy', 'Kids']",1.0,6.7,
Heibai Wushang,"['Action', 'Comedy', 'Supernatural']",12.0,6.38,https://cdn.myanimelist.net/images/anime/9/88093.jpg
Heroman Specials,"['Action', 'Sci-Fi', 'Shounen']",3.0,6.38,https://cdn.myanimelist.net/images/anime/10/44081.jpg
Heisei Tensai Bakabon,"['Slice of Life', 'Comedy']",46.0,6.38,https://cdn.myanimelist.net/images/anime/10/60843.jpg
UFO-koku no Koutsuu Anzen,"['Kids', 'Sci-Fi']",1.0,5.83,
Ujusonyeon Kaesi,"['Action', 'Adventure', 'Sci-Fi', 'Shounen']",1.0,5.33,https://cdn.myanimelist.net/images/anime/7/49019.jpg
Uju Jeonsa Hong Gildong,"['Action', 'Kids', 'Adventure', 'Space', 'Sci-Fi']",1.0,5.16,https://cdn.myanimelist.net/images/anime/7/45168.jpg
Happy Seven: The TV Manga,"['Comedy', 'Magic', 'Fantasy', 'School']",13.0,6.38,https://cdn.myanimelist.net/images/anime/12/5509.jpg
Haai Step Jun,"['Action', 'Romance', 'School', 'Sci-Fi']",45.0,6.38,https://cdn.myanimelist.net/images/anime/10/73332.jpg
UFO Nitsukamatta Kodomo-tachi,"['Sci-Fi', 'Kids']",1.0,5.72,https://cdn.myanimelist.net/images/anime/10/51113.jpg
GO-GO Tamagotchi!,"['Comedy', 'Fantasy', 'Kids']",50.0,6.38,https://cdn.myanimelist.net/images/anime/2/60033.jpg
Udauda Yatteru Hima wa Nee!,"['Action', 'Comedy', 'School', 'Shounen']",2.0,6.82,https://cdn.myanimelist.net/images/anime/11/47101.jpg
Uchuujin Pipi,['Kids'],52.0,4.77,https://cdn.myanimelist.net/images/anime/9/72211.jpg
Uchuu Shounen Soran,"['Action', 'Adventure', 'Sci-Fi']",96.0,5.62,https://cdn.myanimelist.net/images/anime/9/36189.jpg
DT Eightron,"['Action', 'Sci-Fi', 'Shounen']",26.0,6.38,https://cdn.myanimelist.net/images/anime/1935/94098.jpg
"Eikoku Ikka, Nihon wo Taberu: English Ikka, Shougatsu wo Taberu","['Comedy', 'Slice of Life']",1.0,6.38,https://cdn.myanimelist.net/images/anime/10/80217.jpg
Uchuu Seibutsu Jirou,"['Music', 'Space', 'Kids']",1.0,3.72,https://cdn.myanimelist.net/images/anime/1860/103195.jpg
Uchuu Patrol Hopper,"['Sci-Fi', 'Space']",44.0,5.49,https://cdn.myanimelist.net/images/anime/1113/102522.jpg
Dennou Coil Recaps,"['Adventure', 'Comedy', 'Drama', 'Mystery', 'Sci-Fi']",2.0,6.38,https://cdn.myanimelist.net/images/anime/6/38635.jpg
Uchuu Neko: Mardock no Bouken,"['Adventure', 'Space', 'Comedy']",4.0,5.19,https://cdn.myanimelist.net/images/anime/9/79401.jpg
Daitoshokan no Hitsujikai Picture Drama,"['Ecchi', 'Comedy']",6.0,6.38,https://cdn.myanimelist.net/images/anime/6/70145.jpg
Choujuu Kishin Dancougar: Ushinawareta Mono-tachi e no Requiem,"['Action', 'Drama', 'Mecha']",1.0,6.38,https://cdn.myanimelist.net/images/anime/1592/92618.jpg
Uchuu Bouei-tai Taabou no Toki no Tomatta Hoshi,"['Kids', 'Sci-Fi']",1.0,5.71,https://cdn.myanimelist.net/images/anime/3/84575.jpg
Choujin Sentai Baratack,"['Sci-Fi', 'Adventure', 'Mecha']",31.0,6.38,https://cdn.myanimelist.net/images/anime/6/69967.jpg
Uchina Experience,['Music'],1.0,4.59,https://cdn.myanimelist.net/images/anime/1147/99348.jpg
Boukyaku no Senritsu,"['Adventure', 'Fantasy', 'Horror', 'Mecha', 'Psychological', 'Sci-Fi', 'Shounen', 'Space', 'Supernatural']",24.0,6.38,https://cdn.myanimelist.net/images/anime/9/52679.jpg
Angelique: Seichi yori Ai wo Komete,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi', 'Shoujo']",3.0,6.38,https://cdn.myanimelist.net/images/anime/4/55963.jpg
Uchi no Oochopus,['Kids'],38.0,7.0,https://cdn.myanimelist.net/images/anime/11/89674.jpg
Uchi no 3 Shimai Movie,"['Slice of Life', 'Comedy', 'Kids']",1.0,5.5,https://cdn.myanimelist.net/images/anime/1969/99522.jpg
Ucchare Goshogawara,"['Martial Arts', 'School', 'Shounen', 'Sports']",1.0,5.83,https://cdn.myanimelist.net/images/anime/6/36209.jpg
Akuu Daisakusen Srungle,"['Action', 'Mecha', 'Sci-Fi']",53.0,6.38,https://cdn.myanimelist.net/images/anime/3/14674.jpg
Aisubeki Mirai e,['Music'],1.0,6.38,https://cdn.myanimelist.net/images/anime/5/19058.jpg
Two-chan to Issho ni Miyou,['Kids'],1.0,6.83,
Ai no Wakakusa Monogatari Specials,"['Drama', 'Historical', 'Slice of Life']",2.0,6.38,https://cdn.myanimelist.net/images/anime/6/42395.jpg
91 Days Recap,"['Action', 'Historical', 'Drama']",1.0,6.38,https://cdn.myanimelist.net/images/anime/13/81707.jpg
Two Down Full Base,"['Sports', 'Kids']",1.0,6.23,https://cdn.myanimelist.net/images/anime/4/60713.jpg
Two on the Road: Itsumo Futari de,"['Music', 'Romance']",2.0,6.69,https://cdn.myanimelist.net/images/anime/2/85165.jpg
Twinkle World feat. Hatsune Miku,['Music'],1.0,5.39,https://cdn.myanimelist.net/images/anime/1857/104204.jpg
TV ga Kita hi,"['Music', 'Kids']",1.0,3.63,https://cdn.myanimelist.net/images/anime/8/87780.jpg
Tuxedo Gin,"['Comedy', 'Supernatural', 'Shounen']",1.0,4.41,https://cdn.myanimelist.net/images/anime/1587/102857.jpg
Turuturutu Narongi,"['Adventure', 'Kids']",52.0,6.15,https://cdn.myanimelist.net/images/anime/3/51791.jpg
Xiong Bing Lian,"['Action', 'Military', 'Sci-Fi', 'Mystery', 'Space', 'Supernatural', 'Mecha']",33.0,6.39,https://cdn.myanimelist.net/images/anime/1809/91541.jpg
Turning Mecard W: Vandyne-ui Bimil - Teugbyeolpan,"['Adventure', 'Cars', 'Game', 'Kids', 'Mecha']",1.0,5.27,https://cdn.myanimelist.net/images/anime/1475/91955.jpg
Watashi no Ashinaga Ojisan Specials,"['Comedy', 'Romance', 'School', 'Shoujo', 'Slice of Life']",2.0,6.39,https://cdn.myanimelist.net/images/anime/9/70611.jpg
Tsushima Maru: Sayounara Okinawa,['Historical'],1.0,6.77,https://cdn.myanimelist.net/images/anime/13/70189.jpg
Uchuu Senkan Tiramisù,"['Comedy', 'Mecha', 'Sci-Fi', 'Slice of Life', 'Space']",13.0,6.39,https://cdn.myanimelist.net/images/anime/1864/93615.jpg
Umi no Triton,"['Adventure', 'Fantasy', 'Shounen']",27.0,6.39,https://cdn.myanimelist.net/images/anime/12/85304.jpg
Tsunagaru Animal,['Kids'],1.0,6.41,https://cdn.myanimelist.net/images/anime/13/86120.jpg
Tondera House no Daibouken,"['Adventure', 'Historical', 'Sci-Fi']",52.0,6.39,https://cdn.myanimelist.net/images/anime/12/22970.jpg
Tsuru no Sugomori,['Kids'],1.0,6.82,
Tiger Mask Fuku Men League Sen,"['Sports', 'Shounen']",1.0,6.39,https://cdn.myanimelist.net/images/anime/7/47979.jpg
Tsukiyo to Megane,['Fantasy'],1.0,5.0,https://cdn.myanimelist.net/images/anime/7/81029.jpg
Tsuki to Azarashi,['Kids'],1.0,6.63,https://cdn.myanimelist.net/images/anime/5/82208.jpg
Tsuki no Mine no Ookami,['Kids'],1.0,7.92,https://cdn.myanimelist.net/images/anime/3/84587.jpg
Tsugaku-ji,['Music'],1.0,4.9,https://cdn.myanimelist.net/images/anime/4/85056.jpg
Tsubuyaki-tai Specials,['Comedy'],2.0,5.11,https://cdn.myanimelist.net/images/anime/9/82170.jpg
Tsubuyaki-tai,['Comedy'],52.0,5.28,https://cdn.myanimelist.net/images/anime/11/82169.jpg
Tsubiregg Tsuburegg March,"['Music', 'Kids']",1.0,3.81,https://cdn.myanimelist.net/images/anime/2/87779.jpg
Trojan wo Jibun no Te de,"['Historical', 'Kids']",1.0,6.89,https://cdn.myanimelist.net/images/anime/2/84589.jpg
TRAPxTRAP feat. Hatsune Miku,['Music'],1.0,5.15,https://cdn.myanimelist.net/images/anime/1528/103538.jpg
Treasure Gaust,['Game'],5.0,4.78,https://cdn.myanimelist.net/images/anime/3/53535.jpg
Trip Trek (2010),"['Adventure', 'Fantasy', 'Comedy']",8.0,5.38,https://cdn.myanimelist.net/images/anime/8/56721.jpg
Trick or Alice,['Fantasy'],1.0,6.31,https://cdn.myanimelist.net/images/anime/12/85484.jpg
Transformers: Choujin Master Force Soushuuhen,"['Mecha', 'Sci-Fi']",4.0,5.4,https://cdn.myanimelist.net/images/anime/1575/98568.jpg
Takarajima (Movie),"['Adventure', 'Drama', 'Historical', 'Mystery', 'Supernatural']",1.0,6.39,https://cdn.myanimelist.net/images/anime/6/56117.jpg
The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,['Fantasy'],1.0,6.39,https://cdn.myanimelist.net/images/anime/11/31031.jpg
Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou,"['Comedy', 'Romance', 'School', 'Shoujo Ai', 'Slice of Life']",10.0,6.39,https://cdn.myanimelist.net/images/anime/13/59237.jpg
Sol Bianca,"['Action', 'Sci-Fi', 'Adventure', 'Space']",2.0,6.39,https://cdn.myanimelist.net/images/anime/9/49503.jpg
Train Heroes,['Kids'],26.0,6.13,https://cdn.myanimelist.net/images/anime/12/48709.jpg
Toyoichi,['Music'],1.0,4.57,https://cdn.myanimelist.net/images/anime/10/87208.jpg
Touken Ranbu: Hanamaru - Makuai Kaisouroku Manner Movies,"['Comedy', 'Parody']",2.0,6.0,https://cdn.myanimelist.net/images/anime/1519/102090.jpg
Tottoko Hamtarou: Hiragana Tanken,['Kids'],1.0,6.08,https://cdn.myanimelist.net/images/anime/1094/98574.jpg
Soccer Fever,"['Historical', 'Sports']",51.0,6.39,https://cdn.myanimelist.net/images/anime/7/29720.jpg
"Tottoko Hamtarou: ""A"" kara ""N"" made Hiragana Asobi",['Kids'],1.0,5.85,https://cdn.myanimelist.net/images/anime/1528/98573.jpg
Tottoko Hamtarou wa Ham Ham Paradise! Kazu Katachi Chie,['Kids'],1.0,5.97,https://cdn.myanimelist.net/images/anime/1471/98572.jpg
Tottoko Hamtarou: Best Hit Ham-chan'zu Music Clip,"['Kids', 'Music']",7.0,5.86,https://cdn.myanimelist.net/images/anime/1413/98575.jpg
Shiyan Pin Jiating,"['Sci-Fi', 'Slice of Life']",12.0,6.39,https://cdn.myanimelist.net/images/anime/7/88806.jpg
Totsugeki! Pappara-tai,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Romance']",25.0,6.33,https://cdn.myanimelist.net/images/anime/4/89027.jpg
Silent Möbius: The Motion Picture,"['Sci-Fi', 'Adventure', 'Supernatural']",1.0,6.39,https://cdn.myanimelist.net/images/anime/4/32059.jpg
Seikai no Senki II Special,"['Action', 'Military', 'Sci-Fi', 'Space', 'Romance']",1.0,6.39,https://cdn.myanimelist.net/images/anime/1001/99274.jpg
Sanctuary,"['Action', 'Police', 'Thriller', 'Drama', 'Seinen']",1.0,6.39,https://cdn.myanimelist.net/images/anime/8/8502.jpg
Toshishun,"['Adventure', 'Drama', 'Fantasy', 'Historical', 'Supernatural']",1.0,6.08,https://cdn.myanimelist.net/images/anime/9/74759.jpg
Toshi Keikaku,['Music'],1.0,4.89,https://cdn.myanimelist.net/images/anime/9/87204.jpg
Saint Seiya: Gold Saints Data File,"['Action', 'Fantasy', 'Shounen']",3.0,6.39,https://cdn.myanimelist.net/images/anime/8/85080.jpg
Toshi Souzou Gakubu Shoukai,['Slice of Life'],2.0,5.64,https://cdn.myanimelist.net/images/anime/9/77232.jpg
Pure-tou no Nakama-tachi,"['Fantasy', 'Kids']",26.0,6.39,https://cdn.myanimelist.net/images/anime/12/47013.jpg
Ookamikakushi,"['Action', 'Mystery', 'Horror', 'Supernatural']",12.0,6.39,https://cdn.myanimelist.net/images/anime/10/21784.jpg
Toruru's Adventure,"['Adventure', 'Fantasy', 'Sci-Fi']",1.0,5.67,https://cdn.myanimelist.net/images/anime/6/82423.jpg
Ookii 1 Nensei to Chiisana 2 Nensei,['Adventure'],1.0,6.39,https://cdn.myanimelist.net/images/anime/5/55213.jpg
Memories Off 3.5,"['Romance', 'Drama']",4.0,6.39,https://cdn.myanimelist.net/images/anime/8/3289.jpg
Lovely Movie: Itoshi no Muco,['Slice of Life'],20.0,6.39,https://cdn.myanimelist.net/images/anime/6/61923.jpg
Kojika Monogatari,['Drama'],52.0,6.39,https://cdn.myanimelist.net/images/anime/5/3355.jpg
Tonari no Tonari,['Music'],1.0,4.24,https://cdn.myanimelist.net/images/anime/8/87206.jpg
Tonari no Tokoro,['Comedy'],1.0,6.7,https://cdn.myanimelist.net/images/anime/4/27209.jpg
Jurassic!,"['Historical', 'Fantasy']",1.0,6.39,https://cdn.myanimelist.net/images/anime/1431/102313.jpg
Ton-Ton Atta to Niigata no Mukashibanashi,['Comedy'],13.0,5.93,https://cdn.myanimelist.net/images/anime/9/28226.jpg
Human Crossing,"['Drama', 'Slice of Life', 'Sports']",13.0,6.39,https://cdn.myanimelist.net/images/anime/10/13113.jpg
Tomoko-chan to Watashi,"['Comedy', 'Kids', 'School']",1.0,8.18,https://cdn.myanimelist.net/images/anime/3/66225.jpg
Tomodachi Miitsuketa,"['Fantasy', 'Kids']",1.0,6.38,https://cdn.myanimelist.net/images/anime/2/82210.jpg
Tomodachi 8-nin,"['Comedy', 'Kids']",,5.13,https://cdn.myanimelist.net/images/anime/4/72123.jpg
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (ONA),"['Sci-Fi', 'Adventure', 'Police', 'Mecha']",8.0,6.15,https://cdn.myanimelist.net/images/anime/1997/90929.jpg
Tokyo Onlypic,"['Comedy', 'Parody', 'Sports']",1.0,5.42,https://cdn.myanimelist.net/images/anime/9/80665.jpg
Tokyo Mikansei,"['Dementia', 'Music']",1.0,7.33,https://cdn.myanimelist.net/images/anime/1362/104122.jpg
"Tokyo Dai Kuushuu: Aoyo, Kaette Koi","['Historical', 'Drama']",1.0,7.23,
Titipo Titipo,"['Cars', 'Kids']",26.0,5.25,https://cdn.myanimelist.net/images/anime/1521/93267.jpg
Tokugawa Iemitsu to Edo Bakufu,"['Kids', 'Samurai', 'Historical', 'Drama']",1.0,6.73,https://cdn.myanimelist.net/images/anime/7/66213.jpg
Tobe! Pegasus Kokoro no Goal ni Shoot,"['School', 'Sports']",1.0,6.18,https://cdn.myanimelist.net/images/anime/5/51065.jpg
Rakuen Tsuihou,"['Action', 'Sci-Fi', 'Mecha']",1.0,7.45,https://cdn.myanimelist.net/images/anime/3/87919.jpg
Himawari!,"['Adventure', 'Comedy', 'Martial Arts']",13.0,6.39,https://cdn.myanimelist.net/images/anime/3/10221.jpg
Tire Kan x Kamiusagi Rope,"['Slice of Life', 'Comedy']",22.0,5.31,https://cdn.myanimelist.net/images/anime/7/84995.jpg
Otona Joshi no Anime Time,"['Slice of Life', 'Drama', 'Romance', 'Josei']",4.0,7.45,https://cdn.myanimelist.net/images/anime/11/28531.jpg
Girls & Panzer: Fushou Akiyama Yukari no Sensha Kouza - Extra,"['Military', 'School']",1.0,6.39,https://cdn.myanimelist.net/images/anime/1995/95121.jpg
Timing (Movie),"['Mystery', 'School', 'Super Power', 'Thriller']",1.0,6.97,https://cdn.myanimelist.net/images/anime/1033/95247.jpg
Nihon Animator Mihonichi,"['Action', 'Dementia', 'Ecchi', 'Fantasy', 'Mecha', 'Military', 'Music', 'School', 'Sci-Fi', 'Space', 'Supernatural']",35.0,7.45,https://cdn.myanimelist.net/images/anime/11/71901.jpg
"New Game!: Watashi, Shain Ryokou tte Hajimete nano de...","['Comedy', 'Ecchi', 'Slice of Life']",1.0,7.45,https://cdn.myanimelist.net/images/anime/10/86507.jpg
Motto To LOVE-Ru,"['Sci-Fi', 'Harem', 'Comedy', 'Ecchi', 'School', 'Shounen']",12.0,7.45,https://cdn.myanimelist.net/images/anime/4/59875.jpg
Mobile Suit Gundam II: Soldiers of Sorrow,"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",1.0,7.45,https://cdn.myanimelist.net/images/anime/4/75773.jpg
Lupin III: Otakara Henkyaku Daisakusen!!,"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",1.0,7.45,https://cdn.myanimelist.net/images/anime/10/27611.jpg
Genshi Shounen Ryuu,"['Action', 'Sci-Fi', 'Adventure', 'Romance', 'Shounen']",22.0,6.39,https://cdn.myanimelist.net/images/anime/6/26879.jpg
Toko-chan Chokkin,"['Kids', 'Slice of Life', 'Adventure', 'Historical']",3.0,6.05,https://cdn.myanimelist.net/images/anime/12/70833.jpg
Crush Gear Nitro,"['Cars', 'Shounen', 'Sports']",50.0,6.39,https://cdn.myanimelist.net/images/anime/1925/94230.jpg
Fushigi na Koala Blinky,"['Adventure', 'Comedy', 'Kids', 'Fantasy']",26.0,6.39,https://cdn.myanimelist.net/images/anime/2/4322.jpg
Doraemon Anniversary 25,"['Comedy', 'Kids', 'Sci-Fi', 'Shounen']",1.0,6.39,https://cdn.myanimelist.net/images/anime/8/90052.jpg
Code Geass: Hangyaku no Lelouch Picture Drama - Kiseki no Anniversary,"['Slice of Life', 'School']",1.0,6.39,https://cdn.myanimelist.net/images/anime/1633/102839.jpg
Tokyo 2020 Olympics CMs,"['Music', 'Sports', 'Kids']",,6.73,https://cdn.myanimelist.net/images/anime/1161/102197.jpg
Tobidase! Bacchiri,"['Comedy', 'Kids', 'Mystery']",132.0,5.94,https://cdn.myanimelist.net/images/anime/6/53341.jpg
Kuzu no Honkai,"['Drama', 'Romance', 'School', 'Seinen']",12.0,7.45,https://cdn.myanimelist.net/images/anime/5/83937.jpg
Tokyo Art Month,['Dementia'],1.0,4.45,https://cdn.myanimelist.net/images/anime/1326/95531.jpg
Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,"['Action', 'Horror', 'Supernatural', 'Drama', 'Fantasy']",1.0,7.45,https://cdn.myanimelist.net/images/anime/13/82962.jpg
Cardfight!! Vanguard: Shinemon-hen,"['Action', 'Game', 'Shounen']",,6.39,https://cdn.myanimelist.net/images/anime/1804/102281.jpg
Kemonozume,"['Action', 'Horror', 'Demons', 'Supernatural', 'Romance']",13.0,7.45,https://cdn.myanimelist.net/images/anime/3/86766.jpg
Buddy Go!,"['Comedy', 'Romance', 'Shoujo']",3.0,6.39,https://cdn.myanimelist.net/images/anime/7/79323.jpg
Kekkai Sensen: Ousama no Restaurant no Ousama,"['Action', 'Comedy', 'Super Power', 'Supernatural', 'Fantasy', 'Shounen']",1.0,7.45,https://cdn.myanimelist.net/images/anime/1861/96667.jpg
Boruto: Naruto Next Generations,"['Action', 'Adventure', 'Martial Arts', 'Shounen', 'Super Power']",,6.39,https://cdn.myanimelist.net/images/anime/9/84460.jpg
Tokyo 2164,['Sci-Fi'],1.0,4.58,https://cdn.myanimelist.net/images/anime/7/80647.jpg
Joshiraku OVA,"['Slice of Life', 'Comedy', 'Shounen']",1.0,7.45,https://cdn.myanimelist.net/images/anime/8/50549.jpg
Handa-kun,"['Slice of Life', 'Comedy', 'Shounen']",12.0,7.45,https://cdn.myanimelist.net/images/anime/4/80752.jpg
Anne no Nikki: Anne Frank Monogatari,"['Drama', 'Historical']",1.0,6.39,https://cdn.myanimelist.net/images/anime/10/33885.jpg
Changjiang Qi Hao Ai Diqiu,['Kids'],1.0,6.39,https://cdn.myanimelist.net/images/anime/2/26460.jpg
Wonder Garden,['Fantasy'],1.0,6.4,https://cdn.myanimelist.net/images/anime/2/55383.jpg
Yotsunoha,"['Romance', 'School']",2.0,6.4,https://cdn.myanimelist.net/images/anime/2/20273.jpg
Blassreiter: Navi,"['Action', 'Sci-Fi']",1.0,6.39,https://cdn.myanimelist.net/images/anime/6/23361.jpg
Tokyo Futago Athletic,"['Comedy', 'Sports']",8.0,6.72,https://cdn.myanimelist.net/images/anime/5/80482.jpg
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu Movie,"['Sci-Fi', 'Adventure', 'Police', 'Mecha']",1.0,7.0,https://cdn.myanimelist.net/images/anime/1709/90853.jpg
Tomo: Tabidachi no Toki,"['Music', 'Kids']",1.0,5.26,https://cdn.myanimelist.net/images/anime/1534/98553.jpg
Tomodachi de Iyou ne,"['Kids', 'Slice of Life']",26.0,6.65,https://cdn.myanimelist.net/images/anime/13/70279.jpg
Tomoyo,"['Music', 'Kids']",1.0,5.1,https://cdn.myanimelist.net/images/anime/11/85643.jpg
Tonari no Tamageta-kun,"['Comedy', 'Sci-Fi']",60.0,6.1,https://cdn.myanimelist.net/images/anime/12/53845.jpg
Takoyaki Mant-Man,"['Comedy', 'Sci-Fi']",77.0,6.4,https://cdn.myanimelist.net/images/anime/10/7086.jpg
Shoujo-tachi wa Kouya wo Mezasu: Iubeki Monokashira,['School'],1.0,6.4,https://cdn.myanimelist.net/images/anime/8/76829.jpg
Tonbo ni Natta Yat-chan,['Kids'],1.0,6.17,
RPG Densetsu Hepoi,"['Adventure', 'Fantasy']",50.0,6.4,https://cdn.myanimelist.net/images/anime/11/25075.jpg
Tonosama Gaeru,"['Music', 'Comedy', 'Kids']",1.0,3.43,https://cdn.myanimelist.net/images/anime/1817/101120.jpg
Toppuku Kyousou Kyoku,"['Comedy', 'Shounen']",2.0,6.08,https://cdn.myanimelist.net/images/anime/11/61541.jpg
Rerere no Tensai Bakabon,['Comedy'],24.0,6.4,https://cdn.myanimelist.net/images/anime/5/60847.jpg
Totan Yane no Waltz,"['Kids', 'Music']",1.0,5.26,https://cdn.myanimelist.net/images/anime/1856/93784.jpg
Touch: Tobidashi wa Out Da yo!,"['Sports', 'Kids']",1.0,6.74,https://cdn.myanimelist.net/images/anime/1122/99354.jpg
Toyo Suisan x Tanuki to Kitsune,['Comedy'],,7.86,https://cdn.myanimelist.net/images/anime/1287/94808.jpg
Train Heroes Movie,['Kids'],1.0,6.8,https://cdn.myanimelist.net/images/anime/6/58037.jpg
Tsuki,"['Kids', 'Music']",1.0,4.72,https://cdn.myanimelist.net/images/anime/1512/100917.jpg
Tsukushi no Iwai,['Historical'],1.0,6.6,https://cdn.myanimelist.net/images/anime/9/78259.jpg
Tsunagaru,['Music'],1.0,5.36,https://cdn.myanimelist.net/images/anime/1500/101111.jpg
Tsuri Baka Nisshi,"['Slice of Life', 'Comedy']",36.0,5.98,https://cdn.myanimelist.net/images/anime/9/11276.jpg
Tsuyoshi Shikkari Shinasai: Tsuyoshi no Time Machine de Shikkari Shinasai,"['Comedy', 'Drama', 'Romance', 'School', 'Shounen', 'Slice of Life']",1.0,6.38,https://cdn.myanimelist.net/images/anime/10/30185.jpg
U.F.O,['Dementia'],1.0,5.5,
TWD Express Rolling Takeoff,"['Adventure', 'Sci-Fi']",1.0,5.68,https://cdn.myanimelist.net/images/anime/4/36211.jpg
Uchuu Bouei-tai Taabou no Shinkirou Hoshi wo Sukue!,"['Kids', 'Sci-Fi']",1.0,6.11,https://cdn.myanimelist.net/images/anime/8/84574.jpg
Ukkari Pénélope OVA,['Fantasy'],2.0,5.5600000000000005,https://cdn.myanimelist.net/images/anime/6/21984.jpg
Umeboshi Denka: Uchuu no Hate kara Panparopan!,['Comedy'],1.0,6.34,https://cdn.myanimelist.net/images/anime/7/36121.jpg
Ushiwakamaru,"['Historical', 'Kids']",4.0,6.2,https://cdn.myanimelist.net/images/anime/1355/98644.jpg
Ushinawareta Choushoku,"['Dementia', 'Psychological']",1.0,5.12,https://cdn.myanimelist.net/images/anime/1902/102382.jpg
Washimo 6th Season,"['Sci-Fi', 'Slice of Life', 'Comedy', 'Kids', 'School']",42.0,5.8,https://cdn.myanimelist.net/images/anime/1487/91475.jpg
Watanuki-san Chi no,['Slice of Life'],12.0,5.71,https://cdn.myanimelist.net/images/anime/1287/100414.jpg
Wedding Park,['Romance'],,5.35,https://cdn.myanimelist.net/images/anime/1281/97347.jpg
Witch Village Story Specials,['Slice of Life'],2.0,5.58,https://cdn.myanimelist.net/images/anime/4/76385.jpg
Wonder 3 Pilot,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",1.0,5.84,https://cdn.myanimelist.net/images/anime/13/74032.jpg
Wonder-kun no Hatsu Yume Uchuu Ryokou,['Adventure'],1.0,5.2,https://cdn.myanimelist.net/images/anime/1937/101556.jpg
Woo to Wah,['Comedy'],,5.27,https://cdn.myanimelist.net/images/anime/4/89764.jpg
Pokemon: Pikachu no Obake Carnival,"['Adventure', 'Comedy', 'Fantasy', 'Kids']",1.0,6.4,https://cdn.myanimelist.net/images/anime/12/12258.jpg
Pokemon XY: Odemashi Ko Majin Hoopa,"['Action', 'Fantasy', 'Kids']",1.0,6.4,https://cdn.myanimelist.net/images/anime/11/75719.jpg
Xiao Hua Xian Di San Ji: Shou Hu Tian Shi,[],40.0,5.17,https://cdn.myanimelist.net/images/anime/1967/102006.jpg
Xiong Chumo Zhi: Chunri Dui Dui Peng,"['Adventure', 'Comedy', 'Kids']",52.0,4.47,https://cdn.myanimelist.net/images/anime/10/78684.jpg
Pokemon XY: New Year's Eve 2014 Super Mega Special,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",1.0,6.4,https://cdn.myanimelist.net/images/anime/3/70715.jpg
Panda no Daibouken,"['Adventure', 'Kids']",1.0,6.4,https://cdn.myanimelist.net/images/anime/1789/91902.jpg
Pia Carrot e Youkoso!! 2 DX,"['Comedy', 'Romance']",6.0,6.4,https://cdn.myanimelist.net/images/anime/11/50781.jpg
Okusama wa Joshikousei (TV),"['Slice of Life', 'Comedy', 'Romance', 'Drama']",13.0,6.4,https://cdn.myanimelist.net/images/anime/4/18925.jpg
Ore wo Suki nano wa Omae dake ka yo: Ore wa Teinei ni Susumeru,"['Comedy', 'Romance', 'School']",1.0,6.4,https://cdn.myanimelist.net/images/anime/1700/104605.jpg
Oyako Nezumi no Fushigi na Tabi,['Adventure'],1.0,6.4,https://cdn.myanimelist.net/images/anime/13/7512.jpg
Nurarihyon no Mago Recaps,"['Action', 'Supernatural', 'Demons', 'Shounen']",2.0,6.4,https://cdn.myanimelist.net/images/anime/12/26961.jpg
"Yakeato no, Okashi no Ki","['Drama', 'Kids']",1.0,6.58,https://cdn.myanimelist.net/images/anime/9/42867.jpg
Musaigen no Phantom World: Limitless Phantom World,"['Comedy', 'Supernatural', 'Fantasy']",7.0,6.4,https://cdn.myanimelist.net/images/anime/9/79855.jpg
Yakusoku (2011),"['Drama', 'Supernatural']",1.0,4.47,https://cdn.myanimelist.net/images/anime/1882/103877.jpg
Mini Hama: Minimum Hamatora,"['Comedy', 'Mystery', 'School', 'Shounen', 'Super Power']",8.0,6.4,https://cdn.myanimelist.net/images/anime/6/76833.jpg
Maze☆Bakunetsu Jikuu: Hot Springs,"['Action', 'Comedy', 'Ecchi', 'Fantasy']",1.0,6.4,https://cdn.myanimelist.net/images/anime/7/6943.jpg
Yama ni Kagayaku: Guide-ken Heiji Gou,"['Drama', 'Slice of Life']",1.0,5.79,https://cdn.myanimelist.net/images/anime/7/53781.jpg
