title,genre,episodes,score,img_url
Violet Evergarden Movie,"['Drama', 'Fantasy', 'Slice of Life']",1.0,,https://cdn.myanimelist.net/images/anime/1876/102218.jpg
Vampire in the Garden,['Vampire'],,,
Uzumaki,"['Dementia', 'Drama', 'Horror', 'Psychological', 'Romance', 'Seinen', 'Supernatural']",4.0,,https://cdn.myanimelist.net/images/anime/1863/102838.jpg
Utakata Overdrive,"['Fantasy', 'Music']",1.0,,https://cdn.myanimelist.net/images/anime/10/76999.jpg
Utawarerumono: Futari no Hakuoro,"['Action', 'Drama', 'Fantasy']",,,
Uramichi Oniisan,"['Slice of Life', 'Comedy']",,,https://cdn.myanimelist.net/images/anime/1528/103665.jpg
Umibe no Étranger,"['Slice of Life', 'Romance', 'Shounen Ai']",1.0,,https://cdn.myanimelist.net/images/anime/1156/103666.jpg
Umayon,"['Slice of Life', 'Comedy', 'Sports']",,,https://cdn.myanimelist.net/images/anime/1491/97478.jpg
Ultraman 2,"['Action', 'Sci-Fi', 'Super Power', 'Seinen']",13.0,,https://cdn.myanimelist.net/images/anime/1680/101395.jpg
Uchuu Senkan Yamato 2205: Aratanaru Tabidachi,"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama']",1.0,,https://cdn.myanimelist.net/images/anime/1130/103004.jpg
Uchi Tama?! Uchi no Tama Shirimasen ka?,['Slice of Life'],,,https://cdn.myanimelist.net/images/anime/1624/103162.jpg
Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka? OVA,"['Action', 'Comedy', 'Fantasy']",1.0,,https://cdn.myanimelist.net/images/anime/1145/102039.jpg
Tsukiuta. The Animation 2,['Music'],,,https://cdn.myanimelist.net/images/anime/1149/104209.jpg
Tsukipro The Animation 2nd Season,['Music'],,,https://cdn.myanimelist.net/images/anime/10/89728.jpg
Tsugumomo OVA,"['Action', 'Comedy', 'Supernatural', 'Ecchi', 'School', 'Seinen']",,,https://cdn.myanimelist.net/images/anime/1053/99618.jpg
Tsugu Tsugumomo,"['Action', 'Comedy', 'Ecchi', 'School', 'Seinen', 'Supernatural']",,,https://cdn.myanimelist.net/images/anime/1885/104633.jpg
Tsubu★Doll,['Music'],5.0,,https://cdn.myanimelist.net/images/anime/6/75970.jpg
Top wo Nerae 3!,"['Action', 'Sci-Fi', 'Space', 'Comedy', 'Drama', 'Mecha']",,,https://cdn.myanimelist.net/images/anime/1538/96863.jpg
Toaru Kagaku no Railgun T,"['Action', 'Sci-Fi', 'Super Power']",,,https://cdn.myanimelist.net/images/anime/1819/103287.jpg
SSSS.Dynazenon,"['Action', 'Sci-Fi', 'Mecha']",,,https://cdn.myanimelist.net/images/anime/1652/104781.jpg
Spriggan (ONA),"['Action', 'Military', 'Sci-Fi', 'Adventure', 'Shounen']",,,https://cdn.myanimelist.net/images/anime/1985/99661.jpg
Soukou Musume Senki,"['Action', 'Fantasy', 'Military']",,,https://cdn.myanimelist.net/images/anime/1349/99971.jpg
Sol Levante,"['Action', 'Fantasy']",,,https://cdn.myanimelist.net/images/anime/1356/103619.jpg
"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita","['Comedy', 'Fantasy']",,,https://cdn.myanimelist.net/images/anime/1107/103590.jpg
Skate-Leading☆Stars,['Sports'],,,https://cdn.myanimelist.net/images/anime/1605/104561.jpg
Sidonia no Kishi 3,"['Action', 'Sci-Fi', 'Space', 'Mecha', 'Seinen']",,,https://cdn.myanimelist.net/images/anime/6/86315.jpg
Show By Rock!! Mashumairesh!!,"['Comedy', 'Music']",,,https://cdn.myanimelist.net/images/anime/1406/104616.jpg
Shoujo☆Kageki Revue Starlight Recap,"['Music', 'School']",1.0,,https://cdn.myanimelist.net/images/anime/1306/104120.jpg
Shoujo☆Kageki Revue Starlight Movie,"['Music', 'School']",1.0,,https://cdn.myanimelist.net/images/anime/1473/104121.jpg
Shokugeki no Souma: Gou no Sara,"['Ecchi', 'School', 'Shounen']",,,https://cdn.myanimelist.net/images/anime/1335/104967.jpg
Shishigari,"['Action', 'Adventure']",1.0,,https://cdn.myanimelist.net/images/anime/1695/100780.jpg
Shironeko Project: Zero Chronicle,"['Action', 'Adventure', 'Magic', 'Fantasy']",,,https://cdn.myanimelist.net/images/anime/1733/103576.jpg
Shirobako Movie,"['Comedy', 'Drama']",1.0,,https://cdn.myanimelist.net/images/anime/1381/103869.jpg
Shingeki no Kyojin The Final Season,"['Action', 'Military', 'Mystery', 'Super Power', 'Drama', 'Fantasy', 'Shounen']",,,https://cdn.myanimelist.net/images/anime/1873/103180.jpg
Shin Sakura Taisen the Animation,"['Sci-Fi', 'Adventure', 'Mecha', 'Shounen']",,,https://cdn.myanimelist.net/images/anime/1654/103051.jpg
Shikizakura,"['Action', 'Sci-Fi', 'Drama']",12.0,,https://cdn.myanimelist.net/images/anime/1203/104211.jpg
Shika no Ou,"['Action', 'Adventure', 'Fantasy']",,,https://cdn.myanimelist.net/images/anime/1249/104693.jpg
Seitokai Yakuindomo Movie 2,"['Comedy', 'School', 'Shounen', 'Slice of Life']",1.0,,https://cdn.myanimelist.net/images/anime/1323/104626.jpg
Sakugan Labyrinth Marker,"['Mecha', 'Sci-Fi']",,,https://cdn.myanimelist.net/images/anime/1537/95143.jpg
Sakkai Eightraid,"['Action', 'Fantasy']",,,https://cdn.myanimelist.net/images/anime/1938/97627.jpg
Ryouma! Shinsei Tennis no Ouji-sama,"['Action', 'Comedy', 'Sports', 'Shounen']",1.0,,https://cdn.myanimelist.net/images/anime/1828/97727.jpg
Rebirth,['Game'],,,https://cdn.myanimelist.net/images/anime/1882/103235.jpg
Rebecca,[],1.0,,https://cdn.myanimelist.net/images/anime/1390/101767.jpg
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,"['Psychological', 'Drama', 'Thriller', 'Fantasy']",,,https://cdn.myanimelist.net/images/anime/1010/100084.jpg
Princess Principal: Crown Handler 1,"['Action', 'Mystery', 'Historical']",1.0,,https://cdn.myanimelist.net/images/anime/1882/103328.jpg
Princess Connect! Re:Dive,"['Action', 'Adventure', 'Fantasy']",,,https://cdn.myanimelist.net/images/anime/1660/99107.jpg
Peter Grill to Kenja no Jikan,"['Harem', 'Comedy', 'Ecchi', 'Fantasy']",,,https://cdn.myanimelist.net/images/anime/1334/103228.jpg
Pet,"['Mystery', 'Psychological', 'Supernatural', 'Seinen']",,,https://cdn.myanimelist.net/images/anime/1399/94794.jpg
Overflow,"['Romance', 'Ecchi']",,,https://cdn.myanimelist.net/images/anime/1781/104461.jpg
Oshi ga Budoukan Ittekuretara Shinu,"['Comedy', 'Music', 'Seinen']",,,https://cdn.myanimelist.net/images/anime/1139/104708.jpg
Ookami to Koushinryou VR 2,"['Adventure', 'Historical', 'Fantasy']",,,https://cdn.myanimelist.net/images/anime/1677/102822.jpg
Oni (TV),"['Demons', 'Kids']",,,https://cdn.myanimelist.net/images/anime/1983/99635.jpg
"Omoi, Omoware, Furi, Furare","['Drama', 'Romance', 'School', 'Shoujo']",1.0,,https://cdn.myanimelist.net/images/anime/1804/104692.jpg
Nora to Oujo to Noraneko Heart (Shin Anime),"['Comedy', 'Ecchi']",,,https://cdn.myanimelist.net/images/anime/1317/96788.jpg
Non Non Biyori 3rd Season,"['Comedy', 'Seinen', 'Slice of Life']",,,https://cdn.myanimelist.net/images/anime/1979/100982.jpg
No Guns Life 2nd Season,"['Action', 'Sci-Fi', 'Seinen']",12.0,,https://cdn.myanimelist.net/images/anime/1979/104972.jpg
Ninja Bear the Animation★,"['Comedy', 'School']",,,https://cdn.myanimelist.net/images/anime/3/82439.jpg
Nijuuseiki Denki Mokuroku,"['Historical', 'Romance']",,,https://cdn.myanimelist.net/images/anime/1848/93273.jpg
Nakanohito Genome [Jikkyouchuu]: Knots of Memories,"['Game', 'Comedy', 'Drama']",1.0,,https://cdn.myanimelist.net/images/anime/1118/103618.jpg
Muteking the Dancing Hero,"['Action', 'Comedy', 'Kids', 'Magic', 'Mecha', 'Sci-Fi', 'Shounen', 'Super Power']",,,https://cdn.myanimelist.net/images/anime/1217/101179.jpg
Mushoku Tensei: Isekai Ittara Honki Dasu,"['Drama', 'Fantasy', 'Magic']",,,https://cdn.myanimelist.net/images/anime/1685/103586.jpg
Mobile Suit Gundam: Iron-Blooded Orphans - Urðr Hunt,"['Action', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",,,https://cdn.myanimelist.net/images/anime/1573/100529.jpg
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e ","['Fantasy', 'Magic', 'School']",,,https://cdn.myanimelist.net/images/anime/1666/104465.jpg
Major 2nd 2nd Season,"['Comedy', 'Sports', 'Drama', 'Shounen']",,,https://cdn.myanimelist.net/images/anime/1152/103428.jpg
Majutsushi Orphen Hagure Tabi,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Magic', 'Martial Arts']",,,https://cdn.myanimelist.net/images/anime/1184/104593.jpg
Majo no Tabitabi,"['Adventure', 'Fantasy']",,,https://cdn.myanimelist.net/images/anime/1898/103607.jpg
Mainichi JK Kikaku,['School'],,,https://cdn.myanimelist.net/images/anime/9/87015.jpg
Mahoutsukai ni Narenakatta Onnanoko no Hanashi.,"['Drama', 'Fantasy', 'Magic', 'School', 'Slice of Life']",,,https://cdn.myanimelist.net/images/anime/1755/95859.jpg
Magatsu Wahrheit,"['Action', 'Magic', 'Fantasy']",,,https://cdn.myanimelist.net/images/anime/1272/92298.jpg
Macross Δ Movie 2,"['Action', 'Mecha', 'Military', 'Music', 'Sci-Fi', 'Space']",1.0,,https://cdn.myanimelist.net/images/anime/1040/94780.jpg
Macross (Shin Series),"['Action', 'Military', 'Sci-Fi', 'Music', 'Space', 'Romance', 'Mecha']",,,
Listeners,"['Sci-Fi', 'Music']",,,https://cdn.myanimelist.net/images/anime/1834/102520.jpg
Lapis Re:LiGHTs,['Music'],,,https://cdn.myanimelist.net/images/anime/1562/105128.jpg
Kyokou Suiri,"['Mystery', 'Comedy', 'Demons', 'Supernatural', 'Romance', 'Shounen']",,,https://cdn.myanimelist.net/images/anime/1517/104785.jpg
Kyochuu Rettou Movie,['Horror'],1.0,,https://cdn.myanimelist.net/images/anime/1701/104027.jpg
Kuroi Hitomi,"['Demons', 'Supernatural', 'Fantasy']",1.0,,https://cdn.myanimelist.net/images/anime/9/84839.jpg
Koukyoushihen Eureka Seven Hi-Evolution 3,"['Adventure', 'Drama', 'Mecha', 'Sci-Fi']",1.0,,https://cdn.myanimelist.net/images/anime/13/84737.jpg
Koukaku Kidoutai: SAC_2045,"['Action', 'Military', 'Sci-Fi', 'Police', 'Mecha', 'Seinen']",24.0,,https://cdn.myanimelist.net/images/anime/1616/103646.jpg
Koi to Producer: EVOL×LOVE,"['Music', 'Slice of Life', 'Super Power', 'Romance', 'Shoujo']",,,https://cdn.myanimelist.net/images/anime/1525/101976.jpg
Kobayashi-san Chi no Maid Dragon 2nd Season,"['Slice of Life', 'Comedy', 'Fantasy']",,,https://cdn.myanimelist.net/images/anime/1609/99019.jpg
Kimitachi wa Dou Ikiru ka,['Drama'],1.0,,https://cdn.myanimelist.net/images/anime/1849/91572.jpg
Kimetsu no Yaiba Movie: Mugen Ressha-hen,"['Action', 'Historical', 'Demons', 'Supernatural', 'Shounen']",1.0,,https://cdn.myanimelist.net/images/anime/1238/103624.jpg
Kemono Jihen,"['Action', 'Mystery', 'Demons', 'Supernatural', 'Shounen']",,,https://cdn.myanimelist.net/images/anime/1438/104937.jpg
Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana OVA,"['Action', 'Police', 'Vampire', 'Fantasy']",,,https://cdn.myanimelist.net/images/anime/1417/104653.jpg
Kantai Collection: KanColle Zoku-hen,"['Action', 'Military', 'Sci-Fi', 'Slice of Life', 'School']",,,https://cdn.myanimelist.net/images/anime/5/72868.jpg
"Kanojo, Okarishimasu","['Comedy', 'Romance', 'School', 'Shounen']",,,https://cdn.myanimelist.net/images/anime/1920/104817.jpg
Kakushigoto (TV),"['Slice of Life', 'Comedy', 'Shounen']",,,https://cdn.myanimelist.net/images/anime/1837/104759.jpg
Kaiju Decode,[],,,https://cdn.myanimelist.net/images/anime/1205/104852.jpg
Kaifuku Jutsushi no Yarinaoshi,"['Ecchi', 'Fantasy']",,,https://cdn.myanimelist.net/images/anime/1076/104444.jpg
Kai Feng Kidan Movie,"['Action', 'Comedy', 'Supernatural']",1.0,,https://cdn.myanimelist.net/images/anime/9/84842.jpg
Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,"['Comedy', 'Psychological', 'Romance', 'School', 'Seinen']",,,https://cdn.myanimelist.net/images/anime/1676/103600.jpg
Jujutsu Kaisen (TV),"['Action', 'Horror', 'Demons', 'Supernatural', 'School', 'Shounen']",,,https://cdn.myanimelist.net/images/anime/1909/104931.jpg
Josee to Tora to Sakana-tachi,"['Slice of Life', 'Drama', 'Romance']",1.0,,https://cdn.myanimelist.net/images/anime/1640/104562.jpg
Jibaku Shounen Hanako-kun,"['Comedy', 'Supernatural', 'School', 'Shounen']",12.0,,https://cdn.myanimelist.net/images/anime/1700/104788.jpg
Jashin-chan Dropkick',"['Comedy', 'Supernatural']",,,https://cdn.myanimelist.net/images/anime/1963/101122.jpg
Jaku-Chara Tomozaki-kun,"['Harem', 'Drama', 'Romance', 'School']",,,https://cdn.myanimelist.net/images/anime/1078/103503.jpg
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Fantasy']",,,https://cdn.myanimelist.net/images/anime/1826/105017.jpg
Ishuzoku Reviewers,"['Comedy', 'Ecchi', 'Fantasy']",,,https://cdn.myanimelist.net/images/anime/1877/104025.jpg
Isekai Quartet 2nd Season,"['Comedy', 'Parody', 'Fantasy']",,,https://cdn.myanimelist.net/images/anime/1030/103383.jpg
Ikebukuro West Gate Park,"['Mystery', 'Drama', 'Romance']",,,https://cdn.myanimelist.net/images/anime/1835/102876.jpg
Heya Camp△,"['Slice of Life', 'Comedy']",,,https://cdn.myanimelist.net/images/anime/1228/104364.jpg
Healin' Good♡Precure,"['Action', 'Magic', 'Fantasy', 'Shoujo']",,,https://cdn.myanimelist.net/images/anime/1401/105084.jpg
Hatena☆Illusion,"['Comedy', 'Supernatural', 'Romance', 'Ecchi']",,,https://cdn.myanimelist.net/images/anime/1075/104854.jpg
Hataraku Saibou 2nd Season,"['Comedy', 'Shounen']",,,https://cdn.myanimelist.net/images/anime/1094/99970.jpg
Haikyuu!!: To the Top 2nd Season,"['Comedy', 'Drama', 'School', 'Shounen', 'Sports']",,,https://cdn.myanimelist.net/images/anime/1416/104522.jpg
Haikyuu!!: To the Top,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",,,https://cdn.myanimelist.net/images/anime/1694/104929.jpg
Haikyuu!!: Riku vs. Kuu,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",2.0,,https://cdn.myanimelist.net/images/anime/1527/102671.jpg
Infinite Dendrogram,"['Fantasy', 'Game']",,,https://cdn.myanimelist.net/images/anime/1764/104365.jpg
Inu-Ou,"['Music', 'Historical', 'Fantasy']",1.0,,https://cdn.myanimelist.net/images/anime/1364/101387.jpg
Haikyuu!! (OVA),"['Sports', 'Shounen']",10.0,,https://cdn.myanimelist.net/images/anime/1618/102929.jpg
Kaiketsu Zorori (2020),"['Adventure', 'Kids']",,,https://cdn.myanimelist.net/images/anime/1120/101857.jpg
"Hachi-nan tte, Sore wa Nai deshou!","['Action', 'Fantasy']",,,https://cdn.myanimelist.net/images/anime/1479/104668.jpg
Kitsutsuki Tanteidokoro,"['Mystery', 'Historical']",,,https://cdn.myanimelist.net/images/anime/1827/103380.jpg
Kuutei Dragons,"['Adventure', 'Fantasy', 'Seinen']",,,https://cdn.myanimelist.net/images/anime/1019/103606.jpg
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,"['Sci-Fi', 'Adventure', 'Mystery', 'Drama', 'Fantasy']",1.0,,https://cdn.myanimelist.net/images/anime/1413/101908.jpg
Maesetsu!,"['Slice of Life', 'Comedy']",,,https://cdn.myanimelist.net/images/anime/1314/101996.jpg
Luminous Witches,"['Military', 'Sci-Fi', 'Music', 'Magic', 'Ecchi']",,,https://cdn.myanimelist.net/images/anime/1599/96187.jpg
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV),"['Psychological', 'Drama', 'Magic', 'Thriller']",,,https://cdn.myanimelist.net/images/anime/1786/104783.jpg
Majo Minarai wo Sagashite,"['Comedy', 'Magic', 'Shoujo']",1.0,,https://cdn.myanimelist.net/images/anime/1809/99974.jpg
Maou-jou de Oyasumi,"['Slice of Life', 'Comedy', 'Supernatural', 'Magic', 'Fantasy', 'Shounen']",,,https://cdn.myanimelist.net/images/anime/1596/104742.jpg
Monkey Gang Anarchy,"['Action', 'Fantasy']",,,https://cdn.myanimelist.net/images/anime/1347/97899.jpg
Monster Musume no Oishasan,"['Comedy', 'Romance', 'Ecchi', 'Fantasy']",,,https://cdn.myanimelist.net/images/anime/1644/104347.jpg
Mori no Yousei: Kinoko no Musume,"['Music', 'Comedy', 'Fantasy']",,,https://cdn.myanimelist.net/images/anime/6/85153.jpg
Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,"['Action', 'Comedy', 'Mystery', 'Shounen', 'Supernatural']",,,https://cdn.myanimelist.net/images/anime/1271/101481.jpg
Murenase! Seton Gakuen,"['Comedy', 'School']",,,https://cdn.myanimelist.net/images/anime/1558/104666.jpg
Musashino!,"['Comedy', 'School', 'Slice of Life']",,,https://cdn.myanimelist.net/images/anime/6/85104.jpg
Mushikago no Cagaster,"['Action', 'Sci-Fi', 'Drama']",,,https://cdn.myanimelist.net/images/anime/1663/96796.jpg
Mystery of Kumamon,['Mystery'],1.0,,https://cdn.myanimelist.net/images/anime/1427/95839.jpg
Natsunagu!,"['Slice of Life', 'Drama']",12.0,,https://cdn.myanimelist.net/images/anime/1327/104408.jpg
Neko Neko Nihonshi Movie: Ryouma no Hachamecha Time Travel ze yo!,"['Historical', 'Kids', 'Parody']",1.0,,https://cdn.myanimelist.net/images/anime/1288/104637.jpg
number24,"['Sports', 'School']",12.0,,https://cdn.myanimelist.net/images/anime/1885/102374.jpg
Ochikobore Fruit Tart,"['Music', 'Slice of Life']",,,https://cdn.myanimelist.net/images/anime/1511/104769.jpg
Oda Cinnamon Nobunaga,"['Comedy', 'Historical', 'Seinen', 'Slice of Life']",,,https://cdn.myanimelist.net/images/anime/1969/105000.jpg
Ometeotl,[],1.0,,https://cdn.myanimelist.net/images/anime/1410/101768.jpg
Ongaku,"['Music', 'Slice of Life']",1.0,,https://cdn.myanimelist.net/images/anime/1282/102835.jpg
Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,"['Comedy', 'Romance', 'School']",1.0,,https://cdn.myanimelist.net/images/anime/1443/105105.jpg
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'School']",,,https://cdn.myanimelist.net/images/anime/1550/103612.jpg
Onmyou Hyakki Monogatari,"['Historical', 'Demons', 'Supernatural']",,,https://cdn.myanimelist.net/images/anime/1339/103981.jpg
Orbital Era,"['Sci-Fi', 'Adventure', 'Space']",1.0,,https://cdn.myanimelist.net/images/anime/1675/101877.jpg
Pluto,"['Action', 'Sci-Fi', 'Mystery', 'Psychological', 'Mecha', 'Seinen']",,,https://cdn.myanimelist.net/images/anime/1046/91058.jpg
Pretty All Friends,"['Music', 'Slice of Life', 'Sports']",,,https://cdn.myanimelist.net/images/anime/6/89371.jpg
Psycho-Pass 3 Movie: First Inspector,"['Action', 'Sci-Fi', 'Police', 'Psychological']",1.0,,https://cdn.myanimelist.net/images/anime/1813/104961.jpg
Rescue Academia,"['Sci-Fi', 'Adventure']",,,https://cdn.myanimelist.net/images/anime/9/89810.jpg
Rikei ga Koi ni Ochita no de Shoumei shitemita.,"['Comedy', 'Romance']",,,https://cdn.myanimelist.net/images/anime/1432/103533.jpg
Runway de Waratte,"['Drama', 'School', 'Shounen', 'Slice of Life']",,,https://cdn.myanimelist.net/images/anime/1544/104540.jpg
Sabiiro no Armor,"['Action', 'Historical', 'Samurai']",,,https://cdn.myanimelist.net/images/anime/1733/101309.jpg
Saezuru Tori wa Habatakanai: The Clouds Gather,"['Drama', 'Shounen Ai']",1.0,,https://cdn.myanimelist.net/images/anime/1958/105099.jpg
Sekaiichi Hatsukoi: Propose-hen,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",,,https://cdn.myanimelist.net/images/anime/1896/102829.jpg
"Shachou, Battle no Jikan Desu!","['Action', 'Adventure', 'Fantasy']",,,https://cdn.myanimelist.net/images/anime/1393/104550.jpg
Shadowverse (TV),"['Fantasy', 'Game']",,,https://cdn.myanimelist.net/images/anime/1541/103429.jpg
Shi Huang Zhi Shen,"['Action', 'Comedy', 'Shounen']",,,https://cdn.myanimelist.net/images/anime/1455/99125.jpg
Shimajirou to Sora Tobu Fune,['Kids'],1.0,,https://cdn.myanimelist.net/images/anime/1203/103664.jpg
Yuru Camp△ 2nd Season,"['Comedy', 'Slice of Life']",,,https://cdn.myanimelist.net/images/anime/1968/95339.jpg
Mankitsu Happening,['Hentai'],4.0,7.86,https://cdn.myanimelist.net/images/anime/9/77590.jpg
Tensei shitara Slime Datta Ken 2nd Season,"['Comedy', 'Fantasy']",,,https://cdn.myanimelist.net/images/anime/1153/99850.jpg
Tian Guan Ci Fu,"['Action', 'Adventure', 'Historical', 'Supernatural', 'Drama']",,,https://cdn.myanimelist.net/images/anime/1792/104394.jpg
Boy Meets Harem The Animation,"['Harem', 'Hentai']",1.0,7.25,https://cdn.myanimelist.net/images/anime/1634/103891.jpg
Boku to Nurse no Kenshuu Nisshi The Animation,['Hentai'],1.0,7.25,https://cdn.myanimelist.net/images/anime/1667/103749.jpg
Baka na Imouto wo Rikou ni Suru no wa Ore no xx dake na Ken ni Tsuite,['Hentai'],4.0,7.25,https://cdn.myanimelist.net/images/anime/1753/103863.jpg
Oni Chichi,['Hentai'],2.0,7.27,https://cdn.myanimelist.net/images/anime/1793/103867.jpg
Niizuma Koyomi The Animation,['Hentai'],,7.27,https://cdn.myanimelist.net/images/anime/1810/92303.jpg
Genkaku Cool na Sensei ga Aheboteochi!,['Hentai'],2.0,7.27,https://cdn.myanimelist.net/images/anime/8/73407.jpg
Fella Hame Lips,['Hentai'],2.0,7.28,https://cdn.myanimelist.net/images/anime/1101/104312.jpg
Harem Time The Animation,"['Harem', 'Hentai']",2.0,7.29,https://cdn.myanimelist.net/images/anime/1545/103853.jpg
Koikishi Purely☆Kiss The Animation,"['Hentai', 'Romance']",2.0,7.31,https://cdn.myanimelist.net/images/anime/2/62147.jpg
Soushisouai Note The Animation,['Hentai'],2.0,7.32,https://cdn.myanimelist.net/images/anime/9/47329.jpg
Sono Hanabira ni Kuchizuke wo: Anata to Koibito Tsunagi,"['Hentai', 'School', 'Yuri']",1.0,7.33,https://cdn.myanimelist.net/images/anime/5/24845.jpg
Baku Ane 2: Otouto Ippai Shibocchau zo! The Animation,['Hentai'],1.0,7.33,https://cdn.myanimelist.net/images/anime/10/87885.jpg
Koisuru Boukun,"['Comedy', 'Romance', 'Yaoi']",2.0,7.34,https://cdn.myanimelist.net/images/anime/8/26233.jpg
Koakuma Kanojo The Animation,"['Hentai', 'Supernatural', 'School']",2.0,7.34,https://cdn.myanimelist.net/images/anime/1426/103854.jpg
HHH Triple Ecchi,['Hentai'],4.0,7.37,https://cdn.myanimelist.net/images/anime/1212/103848.jpg
Real Eroge Situation! The Animation,['Hentai'],2.0,7.38,https://cdn.myanimelist.net/images/anime/1209/103774.jpg
Hatsu Inu The Animation,['Hentai'],2.0,7.38,https://cdn.myanimelist.net/images/anime/13/37287.jpg
Oni Chichi: Re-birth,['Hentai'],1.0,7.41,https://cdn.myanimelist.net/images/anime/1479/103843.jpg
Resort Boin,['Hentai'],3.0,7.39,https://cdn.myanimelist.net/images/anime/13/7050.jpg
Megane no Megami,['Hentai'],,7.41,https://cdn.myanimelist.net/images/anime/1549/103723.jpg
Kimi Omou Koi,['Hentai'],,7.41,https://cdn.myanimelist.net/images/anime/1633/96172.jpg
Mizugi Kanojo The Animation,['Hentai'],4.0,7.42,https://cdn.myanimelist.net/images/anime/1349/104276.jpg
Dokidoki Little Ooyasan,['Hentai'],,7.43,https://cdn.myanimelist.net/images/anime/1733/103916.jpg
Oni Chichi: Rebuild,['Hentai'],3.0,7.48,https://cdn.myanimelist.net/images/anime/1584/103849.jpg
Fella Pure: Mitarashi-san Chi no Jijou The Animation,['Hentai'],1.0,7.48,https://cdn.myanimelist.net/images/anime/2/74935.jpg
Youkoso! Sukebe Elf no Mori e,"['Harem', 'Hentai', 'Supernatural', 'Fantasy']",2.0,7.49,https://cdn.myanimelist.net/images/anime/1406/91062.jpg
Baku Ane: Otouto Shibocchau zo! The Animation,['Hentai'],1.0,7.49,https://cdn.myanimelist.net/images/anime/4/63429.jpg
Seikatsu Shuukan The Animation,['Hentai'],2.0,7.5,https://cdn.myanimelist.net/images/anime/1541/103727.jpg
Stringendo: Angel-tachi no Private Lesson,['Hentai'],12.0,7.51,https://cdn.myanimelist.net/images/anime/9/53283.jpg
Itadaki! Seieki♥,"['Hentai', 'Supernatural']",1.0,7.51,https://cdn.myanimelist.net/images/anime/1338/103845.jpg
Toshi Densetsu Series,['Hentai'],6.0,7.53,https://cdn.myanimelist.net/images/anime/1020/103747.jpg
Shikkoku no Shaga The Animation,['Hentai'],,7.54,https://cdn.myanimelist.net/images/anime/5/84455.jpg
Tsugou no Yoi Sexfriend?,"['Harem', 'Hentai']",4.0,7.55,https://cdn.myanimelist.net/images/anime/6/66751.jpg
Kyonyuu Fantasy,"['Harem', 'Hentai', 'Demons', 'Supernatural', 'Fantasy']",2.0,7.44,https://cdn.myanimelist.net/images/anime/1319/103850.jpg
Ecchi na Onee-chan ni Shiboraretai,['Hentai'],,7.38,https://cdn.myanimelist.net/images/anime/1048/103717.jpg
Oide yo! Mizuryuu Kei Land,['Hentai'],2.0,7.33,https://cdn.myanimelist.net/images/anime/10/88187.jpg
Shoujo Ramune,['Hentai'],4.0,7.33,https://cdn.myanimelist.net/images/anime/2/82476.jpg
Stringendo+Accelerando Ultimatum Sera,['Hentai'],3.0,7.33,https://cdn.myanimelist.net/images/anime/12/8610.jpg
Joshikousei no Koshitsuki,['Hentai'],6.0,7.32,https://cdn.myanimelist.net/images/anime/6/80770.jpg
Ane Yome Quartet,['Hentai'],2.0,7.31,https://cdn.myanimelist.net/images/anime/1765/103806.jpg
Pretty x Cation 2 The Animation,['Hentai'],2.0,7.31,https://cdn.myanimelist.net/images/anime/1757/103746.jpg
Pretty x Cation The Animation,['Hentai'],2.0,7.31,https://cdn.myanimelist.net/images/anime/1753/104319.jpg
Swing Out Sisters,['Hentai'],1.0,7.31,https://cdn.myanimelist.net/images/anime/5/58203.jpg
JK Bitch ni Shiboraretai,['Hentai'],2.0,7.3,https://cdn.myanimelist.net/images/anime/10/80070.jpg
Lovely x Cation The Animation,['Hentai'],2.0,7.3,https://cdn.myanimelist.net/images/anime/1765/104292.jpg
Sei Brunehilde Gakuen Shoujo Kishidan to Junpaku no Panty The Animation,['Hentai'],1.0,7.3,https://cdn.myanimelist.net/images/anime/8/69409.jpg
Victorian Maid Maria no Houshi,['Hentai'],1.0,7.29,https://cdn.myanimelist.net/images/anime/4/73739.jpg
Futa-bu!!,"['Hentai', 'School', 'Yuri']",2.0,7.28,https://cdn.myanimelist.net/images/anime/7/77908.jpg
